REF_ID,SOURCE_NAME,TARGET_COHORT_DEFINITION_ID,TARGET_NAME,TAR_ID,TAR_START_WITH,TAR_START_OFFSET,TAR_END_WITH,TAR_END_OFFSET,SUBGROUP_ID,SUBGROUP_NAME,OUTCOME_ID,OUTCOME_COHORT_DEFINITION_ID,OUTCOME_NAME,CLEAN_WINDOW,AGE_ID,AGE_GROUP_NAME,GENDER_ID,GENDER_NAME,START_YEAR,PERSONS_AT_RISK_PE,PERSONS_AT_RISK,PERSON_DAYS_PE,PERSON_DAYS,PERSON_OUTCOMES_PE,PERSON_OUTCOMES,OUTCOMES_PE,OUTCOMES,INCIDENCE_PROPORTION_P100P,INCIDENCE_RATE_P100PY,database_id
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2013,14897,14894,5429804,5427693,-10,-10,-10,-10,0.03357056532832013,0.033646891966808,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2014,14794,14787,5391756,5387865,-10,-10,-10,-10,0.047338878744843445,0.047453861594527705,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2015,14595,14586,5321981,5317710,-10,-10,-10,-10,0.027423556835321543,0.02747423232932973,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2016,14428,14420,5259842,5256615,-10,-10,-10,-10,0.006934812760055479,0.006948387888403468,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2017,14288,14283,5207639,5204980,-10,-10,-10,-10,0.02800532101099209,0.028069272120161845,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2018,13900,13894,5064835,5062589,-10,-10,-10,-10,0.007197351374694113,0.007214687978818742,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2019,13588,13586,4947942,4946572,-10,-10,-10,-10,0.022081554541439716,0.022151704250943885,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2020,13218,13215,4816030,4814485,-10,-10,-10,-10,0.03026863412788498,0.030345924849698357,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2021,13002,12998,4467598,4465042,-10,-10,-10,-10,0.030773965225419295,0.03272085682508698,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8507,MALE,2022,10687,10682,2187425,2186233,-10,-10,-10,-10,0.01872308556450103,0.03341363889393308,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2012,15805,15802,5760884,5758647,-10,-10,-10,-10,0.04429819010251867,0.044398449844208196,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2013,15681,15673,5716770,5712710,-10,-10,-10,-10,0.03190199706501627,0.0319681902284555,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2014,15546,15540,5667285,5664785,-10,-10,-10,-10,0.019305019305019305,0.019343187782060574,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2015,15478,15472,5643022,5639872,-10,-10,-10,-10,0.03231644260599793,0.03238105403810583,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2016,15327,15320,5587168,5583795,-10,-10,-10,-10,0.0195822454308094,0.01962375051376349,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2017,15181,15177,5533868,5531636,-10,-10,-10,-10,0.0197667523225934,0.019808787129160343,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2018,14737,14732,5373444,5371138,-10,-10,-10,-10,0.013575889220743959,0.013600469770093415,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2019,14428,14423,5259558,5257372,-10,-10,-10,-10,0.013866740622616653,0.013894774803837355,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2020,14077,14074,5130824,5128782,-10,-10,-10,-10,0.05684240443370755,0.056972591153221175,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2021,13752,13741,4900104,4895553,-10,-10,-10,-10,0.029109962884797322,0.02984341094867117,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,6,40 - 49,8532,FEMALE,2022,12420,12412,2992649,2989663,-10,-10,-10,-10,0.03222687721559781,0.04886838416236211,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2012,12518,12461,4549559,4528145,-10,-10,-10,-10,0.05617526683251745,0.05646351872565918,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2013,12905,12846,4691899,4669736,-10,-10,-10,-10,0.05449167055892885,0.054751489163413096,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2014,13126,13075,4770933,4752721,-10,-10,-10,-10,0.03824091778202677,0.03842535675879143,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2015,13432,13381,4881896,4862126,14,14,14,14,0.10462596218518795,0.1051700428989294,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2016,13705,13647,4985609,4962620,10,10,10,10,0.07327617791455998,0.07360023535954797,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2017,13914,13852,5061274,5037949,-10,-10,-10,-10,0.06497256713831938,0.06524976731602483,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2018,14094,14029,5119720,5094790,-10,-10,-10,-10,0.049896642668757575,0.050183618951909696,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2019,14104,14034,5122085,5096296,-10,-10,-10,-10,0.05700441784238278,0.05733575914742786,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2020,14223,14157,5161689,5137150,10,10,10,10,0.07063643427279791,0.071099734288467345,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2021,14197,14128,4882406,4856919,11,11,11,11,0.07785956964892413,0.08272219487292252,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8507,MALE,2022,12676,12609,2760311,2743991,-10,-10,-10,-10,0.05551590134031247,0.09317632601564656,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2012,12534,12488,4562204,4543463,14,14,14,14,0.11210762331838565,0.11254631104071938,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2013,12830,12775,4665609,4642715,15,15,15,15,0.11741682974559686,0.11800745899759085,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2014,13162,13099,4791582,4767269,12,12,12,12,0.09161004656844034,0.09193943115020362,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2015,13402,13333,4876261,4850459,-10,-10,-10,-10,0.05250131253281332,0.05271150627188066,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2016,13738,13669,4996841,4970740,14,14,14,14,0.10242153778623161,0.10287200698487549,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2017,14075,13999,5118659,5091423,-10,-10,-10,-10,0.02857346953353811,0.02869531759588626,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2018,14297,14229,5202028,5176303,10,10,10,10,0.07027900766041184,0.070561943533831,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2019,14455,14388,5259025,5232854,13,13,13,13,0.09035307200444816,0.0907392027371679,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2020,14632,14562,5319784,5294114,-10,-10,-10,-10,0.0480703200109875,0.0482941999360044,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2021,14871,14808,5301639,5276292,13,13,13,13,0.08779038357644517,0.08999217632382742,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,7,50 - 59,8532,FEMALE,2022,14347,14276,3197122,3178986,-10,-10,-10,-10,0.0630428691510227,0.10340561424303221,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2012,6996,6954,2537518,2522595,0,0,0,0,0,0,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2013,7430,7389,2696041,2681159,-10,-10,-10,-10,0.054134524292867775,0.0544913598932402,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2014,7934,7892,2877493,2863433,-10,-10,-10,-10,0.025342118601115054,0.025511335519287512,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2015,8366,8327,3037348,3023011,-10,-10,-10,-10,0.03602738080941516,0.036246973629933864,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2016,8828,8787,3202304,3187521,-10,-10,-10,-10,0.056902241948332766,0.05729374018241762,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2017,9332,9288,3385826,3369643,-10,-10,-10,-10,0.08613264427217916,0.08671541762732729,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2018,9708,9660,3524480,3506791,-10,-10,-10,-10,0.07246376811594203,0.07290853660797007,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2019,10142,10091,3677402,3658704,-10,-10,-10,-10,0.03963928252898623,0.03993217270377707,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2020,10471,10416,3789838,3770850,-10,-10,-10,-10,0.019201228878648235,0.01937229006722622,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2021,10825,10768,3463618,3443789,-10,-10,-10,-10,0.018573551263001486,0.021212100973665923,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8507,MALE,2022,8782,8733,1983350,1969038,-10,-10,-10,-10,0.06870491240123669,0.11129800440621258,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2012,7085,7029,2573362,2552782,-10,-10,-10,-10,0.11381419832124058,0.11446335801490296,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2013,7602,7547,2761010,2739968,-10,-10,-10,-10,0.11925268318537167,0.1199740288937681,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2014,8117,8054,2950996,2927696,-10,-10,-10,-10,0.08691333498882543,0.0873297637459627,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2015,8587,8519,3122159,3096754,-10,-10,-10,-10,0.10564620260593967,0.10615147344606643,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2016,9114,9043,3310094,3284405,-10,-10,-10,-10,0.05529138560212319,0.05560367859627543,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2017,9545,9471,3468920,3442126,-10,-10,-10,-10,0.04223418857565199,0.04244469842184743,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2018,9962,9894,3619097,3593060,10,10,10,10,0.10107135637760259,0.10165430023434065,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2019,10357,10289,3764171,3738215,10,10,10,10,0.09719117504130625,0.09770706072283163,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2020,10802,10730,3922799,3895765,-10,-10,-10,-10,0.07455731593662628,0.07500452414352508,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2021,11207,11130,3836629,3808528,-10,-10,-10,-10,0.07187780772686433,0.07672255527594914,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,8,60 - 69,8532,FEMALE,2022,10294,10226,2367900,2347787,-10,-10,-10,-10,0.07823195775474281,0.12445762754457708,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2012,2909,2860,1053784,1035394,-10,-10,-10,-10,0.2097902097902098,0.2116585570323954,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2013,3327,3280,1204386,1187143,-10,-10,-10,-10,0.09146341463414634,0.09230143293604899,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2014,3739,3681,1357075,1335118,-10,-10,-10,-10,0.24449877750611246,0.24621419230360164,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2015,4127,4069,1496354,1471873,16,16,16,16,0.393217006635537,0.3970451254965612,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2016,4522,4449,1632216,1604313,14,14,14,14,0.3146774556080018,0.31873456114860377,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2017,4840,4759,1749329,1721075,-10,-10,-10,-10,0.10506408909434756,0.10611100620251877,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2018,5107,5039,1849263,1822866,19,19,19,19,0.3770589402659258,0.38070543857858996,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2019,5379,5307,1945325,1918608,11,11,11,11,0.2072734124740908,0.20940963448500163,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2020,5632,5562,2032721,2005825,16,16,16,16,0.2876663070837828,0.2913514389341044,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2021,5781,5706,1695469,1666967,18,18,18,18,0.31545741324921134,0.3943989293129378,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8507,MALE,2022,4110,4032,918467,896055,17,17,17,17,0.42162698412698413,0.6929541155397827,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2012,2814,2739,1019910,988630,21,21,21,21,0.7667031763417306,0.7758463732640118,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2013,3212,3122,1167661,1129310,28,28,28,28,0.8968609865470852,0.9055972230831215,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2014,3608,3496,1308129,1265277,18,18,18,18,0.5148741418764302,0.5196095400453814,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2015,4086,3969,1483082,1436722,25,25,25,25,0.6298815822625347,0.6355613681700426,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2016,4502,4364,1634948,1578055,36,36,36,36,0.8249312557286893,0.8332409199932829,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2017,4902,4741,1778600,1719072,20,20,20,20,0.42185192997257964,0.4249385715083487,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2018,5188,5031,1881411,1820477,33,33,33,33,0.655933214072749,0.6620929569557868,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2019,5529,5357,2006328,1938796,39,39,39,39,0.7280194138510361,0.7347214456807214,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2020,5818,5633,2108284,2037336,36,36,36,36,0.6390910704775431,0.6454016421444475,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2021,6060,5866,1950010,1874818,37,37,37,37,0.6307534947153085,0.7208299685622818,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,9,70 - 79,8532,FEMALE,2022,5137,4932,1185420,1126074,37,37,37,37,0.7502027575020276,1.200120951198589,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,10,80 - 89,8507,MALE,2012,1059,1027,380963,369957,-10,-10,-10,-10,0.19474196689386564,0.1974553799495617,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,10,80 - 89,8507,MALE,2013,1040,1008,373752,363300,-10,-10,-10,-10,0.1984126984126984,0.20107349298100743,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,10,80 - 89,8507,MALE,2014,1025,996,370314,360301,-10,-10,-10,-10,0.10040160642570281,0.10137357376193794,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,10,80 - 89,8507,MALE,2015,1036,1008,372641,362586,-10,-10,-10,-10,0.1984126984126984,0.20146944449041054,518569167
1,518569167,1071,persons at risk at start of year 2012-2022 with 365d prior observation,2,start,1,start,365,0,All,1,862,"Earliest event of Alzheimer's disease derived from Imfeld, 2",9999,10,80 - 89,8507,MALE,2016,1030,1002,370292,360966,-10,-10,-10,-10,0.0998003992015968,0.10118681537873372,518569167
